Log file open, 12/06/22 09:53:38
[2022.12.06-14.53.39:152][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2022.12.06-14.53.39:152][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2022.12.06-14.53.39:152][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2022.12.06-14.53.39:152][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2022.12.06-14.53.39:152][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2022.12.06-14.53.39:153][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2022.12.06-14.53.39:153][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2022.12.06-14.53.39:153][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2022.12.06-14.53.39:154][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2022.12.06-14.53.39:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2022.12.06-14.53.39:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2022.12.06-14.53.39:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2022.12.06-14.53.39:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2022.12.06-14.53.39:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2022.12.06-14.53.39:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2022.12.06-14.53.39:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2022.12.06-14.53.39:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2022.12.06-14.53.39:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2022.12.06-14.53.39:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2022.12.06-14.53.39:179][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2022.12.06-14.53.39:179][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2022.12.06-14.53.39:182][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2022.12.06-14.53.39:182][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2022.12.06-14.53.39:184][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2022.12.06-14.53.39:184][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2022.12.06-14.53.39:184][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2022.12.06-14.53.39:184][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2022.12.06-14.53.39:186][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2022.12.06-14.53.39:186][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2022.12.06-14.53.39:186][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2022.12.06-14.53.39:189][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2022.12.06-14.53.39:189][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2022.12.06-14.53.39:193][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2022.12.06-14.53.39:193][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2022.12.06-14.53.39:193][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2022.12.06-14.53.39:193][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2022.12.06-14.53.39:193][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2022.12.06-14.53.39:193][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2022.12.06-14.53.39:196][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2022.12.06-14.53.39:196][  0]LogTargetPlatformManager:   ADPCM
[2022.12.06-14.53.39:196][  0]LogTargetPlatformManager:   PCM
[2022.12.06-14.53.39:198][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2022.12.06-14.53.39:198][  0]LogTargetPlatformManager:   BINKA
[2022.12.06-14.53.39:202][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2022.12.06-14.53.39:203][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2022.12.06-14.53.39:203][  0]LogTargetPlatformManager:   OGG
[2022.12.06-14.53.39:204][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2022.12.06-14.53.39:204][  0]LogTargetPlatformManager:   OPUS
[2022.12.06-14.53.39:238][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   SF_METAL
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   PCD3D_SM6
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   PCD3D_SM5
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   PCD3D_ES31
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2022.12.06-14.53.39:242][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2022.12.06-14.53.39:247][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2022.12.06-14.53.39:247][  0]LogTargetPlatformManager:   VVM_1_0
[2022.12.06-14.53.39:247][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2022.12.06-14.53.39:247][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2022.12.06-14.53.39:247][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2022.12.06-14.53.39:247][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2022.12.06-14.53.39:247][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2022.12.06-14.53.39:247][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2022.12.06-14.53.39:249][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2022.12.06-14.53.39:249][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2022.12.06-14.53.39:249][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.06-14.53.39:249][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2022.12.06-14.53.39:270][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2022.12.06-14.53.39:270][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.06-14.53.39:270][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2022.12.06-14.53.39:278][  0]LogDerivedDataCache: Speed tests for C:/Users/agdav/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2022.12.06-14.53.39:278][  0]LogDerivedDataCache: Display: Performance to C:/Users/agdav/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.03ms. RandomReadSpeed=364.45MBs, RandomWriteSpeed=211.56MBs. Assigned SpeedClass 'Local'
[2022.12.06-14.53.39:279][  0]LogDerivedDataCache: Using Local data cache path C:/Users/agdav/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2022.12.06-14.53.39:279][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2022.12.06-14.53.39:279][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2022.12.06-14.53.39:279][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2022.12.06-14.53.39:279][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2022.12.06-14.53.39:279][  0]LogShaderCompilers: Guid format shader working directory is -34 characters bigger than the processId version (../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Intermediate/Shaders/WorkingDirectory/24132/).
[2022.12.06-14.53.39:279][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/agdav/AppData/Local/Temp/UnrealShaderWorkingDir/12E4276D4C195ADF8E2238AF7A5300C4/'.
[2022.12.06-14.53.39:279][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2022.12.06-14.53.39:279][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 8 workers.
[2022.12.06-14.53.39:840][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2022.12.06-14.53.40:037][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.06-14.53.40:037][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: ---
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: ---
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2022.12.06-14.53.40:203][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2022.12.06-14.53.40:204][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2022.12.06-14.53.40:325][  0]LogSlate: Using FreeType 2.10.0
[2022.12.06-14.53.40:325][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2022.12.06-14.53.40:361][  0]LogAssetRegistry: FAssetRegistry took 0.0145 seconds to start up
[2022.12.06-14.53.40:367][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2022.12.06-14.53.40:545][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2022.12.06-14.53.41:040][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: Available device profiles:
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: 	[0000088B79B68C00][0000088B71EDD800 52] GlobalDefaults, 
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: 	[0000088B79B69E00][0000088B72C32800 52] Windows, 
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: 	[0000088B79B69A00][0000088B72C35000 52] WindowsEditor, 
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: 	[0000088B79B68A00][0000088B71FB7800 52] WindowsServer, 
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: 	[0000088B79B69400][0000088B74D20000 52] WindowsClient, 
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: 	[0000088B79B69200][0000088B72C30000 52] IOS, 
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: 	[0000088B79B69000][0000088B71E82800 52] iPadAir2, 
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: 	[0000088B79B6AA00][0000088B7A122800 52] IPadPro, 
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: 	[0000088B79B6AC00][0000088B7A120000 52] iPadAir3, 
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: 	[0000088B79B68600][0000088B7A127800 52] iPadAir4, 
[2022.12.06-14.53.41:040][  0]LogDeviceProfileManager: 	[0000088B79B6A800][0000088B7A12A000 52] iPadAir5, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B68400][0000088B7A12C800 52] iPadMini4, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6A200][0000088B694B0000 52] iPadMini5, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B69600][0000088B79FF0000 52] iPadMini6, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6C800][0000088B79FFA000 52] iPhone6S, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6CA00][0000088B79FF7800 52] iPhone7, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6CC00][0000088B79FF5000 52] iPodTouch7, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6BA00][0000088B79FFC800 52] iPhone6SPlus, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B67200][0000088B7A125000 52] iPhone7Plus, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6C000][0000088B7A140000 52] iPhoneSE, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6B400][0000088B7A145000 52] iPhone8, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6A000][0000088B7A147800 52] iPhone8Plus, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6A600][0000088B7A14A000 52] iPhoneX, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6AE00][0000088B7A14C800 52] iPhoneXS, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B67A00][0000088B79FF2800 52] iPhoneXSMax, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6C600][0000088B7A170000 52] iPhoneXR, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6B000][0000088B7A175000 52] iPhone11, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6B600][0000088B7A177800 52] iPhone11Pro, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B67C00][0000088B7A17A000 52] iPhone11ProMax, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B67000][0000088B7A17C800 52] iPhoneSE2, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6C200][0000088B7A142800 52] iPhone12Mini, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6C400][0000088B7A180000 52] iPhone12, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B68000][0000088B7A185000 52] iPhone12Pro, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B68200][0000088B7A187800 52] iPhone12ProMax, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6BC00][0000088B7A18A000 52] iPhone13Mini, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6D000][0000088B7A18C800 52] iPhone13, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6D200][0000088B7A172800 52] iPhone13Pro, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6D600][0000088B7A190000 52] iPhone13ProMax, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6D800][0000088B7A195000 52] iPhoneSE3, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6DC00][0000088B7A197800 52] iPhone14, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6BE00][0000088B7A19A000 52] iPhone14Plus, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6A400][0000088B7A19C800 52] iPhone14Pro, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B69C00][0000088B7A182800 52] iPhone14ProMax, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6E000][0000088B7A1A0000 52] iPadPro105, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6E200][0000088B7A1A5000 52] iPadPro129, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6E600][0000088B7A1A7800 52] iPadPro97, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6E800][0000088B7A1AA000 52] iPadPro2_129, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6EC00][0000088B7A1AC800 52] iPad5, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6DA00][0000088B7A192800 52] iPad6, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6B200][0000088B7A1B0000 52] iPad7, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6D400][0000088B7A1B5000 52] iPad8, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6F000][0000088B7A1B7800 52] iPad9, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6F200][0000088B7A1BA000 52] iPad10, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6F600][0000088B7A1BC800 52] iPadPro11, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6F800][0000088B7A1A2800 52] iPadPro2_11, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6FC00][0000088B7A1C0000 52] iPadPro3_11, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6EA00][0000088B7A1C5000 52] iPadPro4_11, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B67E00][0000088B7A1C7800 52] iPadPro3_129, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B79B6E400][0000088B7A1CA000 52] iPadPro4_129, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7907EE00][0000088B7A1CC800 52] iPadPro5_129, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B73AB4600][0000088B7A1B2800 52] iPadPro6_129, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F0000][0000088B7A1D0000 52] AppleTV, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F1200][0000088B7A1D5000 52] AppleTV4K, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F1600][0000088B7A1D7800 52] AppleTV2_4K, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F1800][0000088B7A1DA000 52] TVOS, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F2A00][0000088B7A1C2800 52] Mac, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F2C00][0000088B7A1DC800 52] MacEditor, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F0A00][0000088B7A1E0000 52] MacClient, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F2800][0000088B7A1E5000 52] MacServer, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F3000][0000088B7A1EA000 52] Linux, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F3200][0000088B7A1E7800 52] LinuxEditor, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F1400][0000088B7A1EC800 52] LinuxArm64Editor, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F3800][0000088B7A1D2800 52] LinuxArm64, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F3C00][0000088B7A200000 52] LinuxClient, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F0C00][0000088B7A205000 52] LinuxArm64Client, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F2E00][0000088B7A207800 52] LinuxServer, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F3600][0000088B7A20A000 52] LinuxArm64Server, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F2400][0000088B7A20C800 52] Android, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F1000][0000088B7A1E2800 52] Android_Preview_OpenGL, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F3E00][0000088B7A210000 52] Android_Preview_Vulkan, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F2200][0000088B7A215000 52] Android_Low, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F1A00][0000088B7A217800 52] Android_Mid, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F2000][0000088B7A21A000 52] Android_High, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F0600][0000088B7A21C800 52] Android_Default, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F0E00][0000088B7A202800 52] Android_Adreno4xx, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F4000][0000088B7A160000 52] Android_Adreno5xx_Low, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F4200][0000088B7A165000 52] Android_Adreno5xx, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F4600][0000088B7A167800 52] Android_Adreno6xx, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F4800][0000088B7A16A000 52] Android_Adreno6xx_Vulkan, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F4C00][0000088B7A16C800 52] Android_Adreno7xx, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F2600][0000088B7A212800 52] Android_Adreno7xx_Vulkan, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F0200][0000088B7A220000 52] Android_Mali_T6xx, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F3A00][0000088B7A225000 52] Android_Mali_T7xx, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F5000][0000088B7A227800 52] Android_Mali_T8xx, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F5200][0000088B7A22A000 52] Android_Mali_G71, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F5600][0000088B7A22C800 52] Android_Mali_G72, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F5800][0000088B7A162800 52] Android_Mali_G72_Vulkan, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F5C00][0000088B7A230000 52] Android_Mali_G76, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F4A00][0000088B7A235000 52] Android_Mali_G76_Vulkan, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F0800][0000088B7A237800 52] Android_Mali_G77, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F4400][0000088B7A23A000 52] Android_Mali_G77_Vulkan, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F6000][0000088B7A23C800 52] Android_Mali_G78, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F6200][0000088B7A222800 52] Android_Mali_G78_Vulkan, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F6600][0000088B7A240000 52] Android_Mali_G710, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F6800][0000088B7A245000 52] Android_Mali_G710_Vulkan, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F6C00][0000088B7A247800 52] Android_Xclipse_920, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F5A00][0000088B7A24A000 52] Android_Xclipse_920_Vulkan, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F0400][0000088B7A24C800 52] Android_Vulkan_SM5, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F5400][0000088B7A232800 52] Android_PowerVR_G6xxx, 
[2022.12.06-14.53.41:041][  0]LogDeviceProfileManager: 	[0000088B7A1F7000][0000088B7A250000 52] Android_PowerVR_GT7xxx, 
